Name,H,1B,2B,HR,R,RBI,BB,IBB,SO,SB,AVG
Tomas Perez,121.000,92.000,23.000,6.000,61.000,56.000,31.000,3.000,79.000,4.000,0.254
Tommy Everidge,97.000,62.000,22.000,13.000,48.000,57.000,40.000,1.000,95.000,0.000,0.249
Tommy Field,97.000,57.000,27.667,9.333,58.333,41.667,41.333,0.667,82.333,4.333,0.241
Tommy Manzella,125.500,89.000,22.500,8.500,57.000,53.500,44.500,2.500,112.500,11.500,0.260
Tommy Murphy,136.000,102.000,24.000,6.000,84.000,37.000,50.000,0.000,99.000,42.000,0.300
Tommy Pham,112.000,80.000,16.000,10.000,63.000,44.000,38.000,1.000,81.000,20.000,0.324
Tommy Watkins,95.000,65.000,22.000,8.000,53.000,49.000,39.000,1.000,63.000,12.000,0.272
Tony Abreu,139.500,94.000,31.000,9.500,71.500,72.500,22.000,2.000,76.500,9.500,0.307
Tony Campana,102.000,84.500,11.000,0.500,63.500,31.500,32.000,0.500,72.000,24.500,0.285
Tony Gwynn Jr.,112.333,91.333,14.000,2.667,57.667,31.667,40.000,1.000,63.333,20.667,0.292
Tony Kemp,166.000,124.000,23.000,10.000,95.000,62.000,35.000,0.000,43.000,24.000,0.329
Travis Denker,95.000,64.000,25.000,5.000,43.000,43.000,48.000,1.000,85.000,3.000,0.238
Travis Ishikawa,100.000,65.000,17.000,18.000,55.000,73.000,43.000,2.000,135.000,0.000,0.237
Travis Metcalf,109.000,69.000,26.500,10.500,56.000,60.500,42.500,2.500,90.500,3.500,0.256
Travis Snider,126.000,89.000,26.000,10.000,59.000,52.000,56.000,4.000,106.000,2.000,0.296
Travis Taijeron,118.667,60.000,32.000,23.000,76.000,79.000,67.333,0.667,153.000,1.667,0.274
Trayce Thompson,101.000,61.000,23.000,13.000,53.000,39.000,23.000,0.000,79.000,11.000,0.260
Trayvon Robinson,101.500,65.500,16.000,16.000,61.000,50.500,41.500,2.000,119.000,10.000,0.262
Trent Durrington,91.000,71.000,14.000,3.000,49.000,30.000,33.000,1.000,88.000,32.000,0.233
Trent Oeltjen,135.250,84.750,30.250,10.500,78.000,64.000,33.500,2.750,94.250,19.500,0.308
Trevor Plouffe,105.000,65.500,22.500,12.500,53.000,54.500,30.500,0.500,79.000,4.000,0.252
Trey Mancini,135.000,95.000,22.000,13.000,60.000,54.000,48.000,1.000,123.000,2.000,0.280
Tsuyoshi Nishioka,101.000,80.000,18.000,2.000,42.000,34.000,32.000,2.000,53.000,7.000,0.258
Tug Hulett,105.200,66.000,26.400,9.800,64.200,51.400,54.800,1.200,81.400,10.400,0.273
Ty Kelly,102.000,76.000,14.000,9.000,60.000,56.500,68.500,0.500,74.500,7.000,0.244
Tyler Collins,123.000,86.000,17.000,18.000,63.000,62.000,49.000,2.000,116.000,12.000,0.263
Tyler Flowers,76.000,36.000,22.000,16.000,43.000,53.000,55.000,1.000,121.000,2.000,0.220
Tyler Graham,113.000,91.000,18.000,1.000,82.000,31.000,31.000,0.000,80.000,60.000,0.273
Tyler Greene,141.000,95.000,32.000,10.000,75.000,63.000,29.000,0.000,141.000,7.000,0.298
Tyler Henson,111.000,77.667,25.667,4.667,55.667,46.333,34.333,0.667,107.333,18.000,0.256
Tyler Holt,111.000,90.000,17.000,0.000,63.000,28.000,50.000,0.000,62.000,25.000,0.302
Tyler Kuhn,133.000,92.000,30.000,6.000,76.000,43.000,23.000,1.000,77.000,7.000,0.272
Tyler O'Neill,122.000,62.000,26.000,31.000,77.000,95.000,54.000,0.000,151.000,14.000,0.246
Tyler Smith,91.000,68.000,17.500,5.500,40.500,33.000,30.000,1.000,72.000,5.000,0.249
Tyler Wade,105.000,72.000,22.000,7.000,68.000,31.000,38.000,0.000,75.000,26.000,0.310
Tyler White,131.000,83.000,22.000,25.000,84.000,89.000,47.000,0.000,101.000,7.000,0.300
Tyrell Godwin,102.000,66.000,22.000,7.000,59.000,45.000,32.000,0.000,68.000,19.000,0.248
Valentino Pascucci,113.800,64.600,24.600,23.800,69.200,83.200,78.200,2.200,134.600,3.400,0.259
Victor Diaz,113.500,69.000,28.000,16.500,50.000,73.500,43.500,4.000,136.500,7.000,0.256
Vince Belnome,117.000,76.000,30.000,9.000,68.000,58.000,78.000,3.000,118.500,1.000,0.272
Vinnie Catricala,106.000,72.000,23.000,10.000,58.000,60.000,37.000,0.000,88.000,4.000,0.229
Vinny Rottino,119.833,82.667,25.833,9.167,61.500,54.333,41.000,1.833,69.333,11.500,0.288
Wayne Lydon,129.667,99.333,18.667,5.000,77.000,42.333,53.667,1.667,102.000,31.667,0.259
Wes Bankston,106.667,65.000,22.667,17.333,53.000,69.000,25.333,1.667,82.333,1.333,0.262
Wes Hodges,133.000,87.000,28.000,15.000,65.000,60.000,30.000,0.000,96.000,2.000,0.270
Wes Timmons,98.333,73.000,20.333,4.000,58.667,42.000,49.000,1.000,32.667,13.000,0.277
Whit Merrifield,144.000,105.000,29.000,5.000,83.000,38.000,39.000,1.000,66.000,32.000,0.265
Wil Myers,118.000,74.000,15.000,24.000,66.000,79.000,45.000,2.000,98.000,2.000,0.304
Wilfredo Tovar,101.500,74.500,21.500,3.500,46.500,33.000,29.500,0.000,61.500,24.000,0.251
Wilkin Castillo,106.000,80.000,18.000,6.000,42.000,47.000,25.000,2.000,59.000,5.000,0.248
Wilkin Ramirez,105.000,70.000,19.667,12.000,50.667,48.667,27.000,0.333,114.667,16.000,0.265
Will Rhymes,112.800,86.000,18.200,3.200,54.400,38.600,43.200,0.800,44.400,13.400,0.280
Will Venable,129.000,85.000,26.000,14.000,70.000,58.000,44.000,0.000,103.000,7.000,0.292
William Bergolla,112.500,85.000,21.500,4.500,54.500,35.000,26.500,1.000,47.000,13.000,0.292
Willie Calhoun,146.000,82.000,27.000,31.000,80.000,93.000,42.000,4.000,61.000,4.000,0.300
Willy Adames,140.000,95.000,30.000,10.000,74.000,62.000,65.000,0.000,132.000,11.000,0.277
Willy Garcia,113.000,73.000,30.000,6.000,53.000,43.000,31.000,1.000,131.000,5.000,0.245
Willy Taveras,118.000,86.000,17.000,10.000,67.000,44.000,21.000,1.000,51.000,13.000,0.302
Wilmer Flores,136.000,81.000,36.000,15.000,69.000,86.000,25.000,2.000,63.000,1.000,0.321
Wilson Betemit,86.000,51.000,17.000,18.000,53.000,50.000,49.000,3.000,144.000,1.000,0.217
Wilson Valdez,140.500,113.000,21.500,5.000,87.500,41.000,49.500,1.000,43.000,20.000,0.320
Wladimir Balentien,126.000,75.000,23.500,24.500,74.000,81.000,45.500,2.000,95.000,13.500,0.286
Xavier Avery,108.000,75.250,19.250,9.500,65.750,44.000,49.000,0.750,118.750,23.250,0.263
Xavier Nady,131.000,90.000,26.000,15.000,69.000,65.000,41.000,0.000,91.000,4.000,0.296
Xavier Paul,140.000,98.000,28.000,9.000,82.000,68.000,43.000,2.000,96.000,17.000,0.316
Xavier Scruggs,106.000,61.000,25.000,18.667,68.333,64.667,55.000,1.667,102.333,3.667,0.271
Yadiel Rivera,82.000,59.000,15.000,5.000,45.000,43.000,30.000,2.000,104.000,5.000,0.218
Yamaico Navarro,104.000,70.000,21.000,12.000,59.000,53.000,53.000,0.000,73.000,9.000,0.267
Yandy Diaz,117.000,85.000,22.000,7.000,53.000,44.000,47.000,1.000,70.000,5.000,0.325
Yangervis Solarte,147.000,106.000,29.500,11.500,67.500,64.500,40.000,2.000,56.500,3.000,0.282
Yonder Alonso,113.000,70.500,27.500,12.000,48.000,56.000,41.500,4.000,68.000,7.500,0.296
Yordany Ramirez,108.500,72.500,22.500,11.500,45.500,49.500,11.000,2.000,64.500,16.500,0.243
Yurendell de Caster,114.500,79.000,23.500,10.000,51.000,52.500,46.500,3.500,97.500,10.000,0.277
Zach Borenstein,102.000,54.500,25.000,16.500,68.500,74.000,39.500,2.500,121.000,8.500,0.275
Zach Lutz,117.000,73.000,27.000,13.000,62.000,80.000,54.000,1.000,102.000,0.000,0.293
Zach Shank,79.000,54.000,18.000,2.000,41.000,43.000,33.000,0.000,94.000,14.000,0.215
Zach Vincej,102.000,74.000,21.000,3.000,36.000,38.000,28.000,1.000,49.000,4.000,0.270
Zach Walters,123.000,57.000,32.000,29.000,69.000,77.000,20.000,2.000,134.000,4.000,0.253
Zack Cozart,141.000,90.000,30.000,17.000,91.000,67.000,40.000,0.000,107.000,30.000,0.255
Zoilo Almonte,110.000,73.000,18.000,18.000,50.000,69.000,29.000,2.000,105.000,6.000,0.261
